Location,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
New Caledonia,64.825,64.256,64.408,65.126,66.278,67.748,69.468,71.376,73.449,75.678,78.056,80.584,83.21799999999999,85.905,88.579,91.2,93.686,96.071,98.609,101.62,105.324,109.83,114.984,120.432,125.64200000000001,130.264,134.171,137.467,140.265,142.76,145.144,147.415,149.56,151.655,153.77,155.982,158.313,160.78799999999998,163.484,166.465,169.787,173.488,177.525,181.825,186.264,190.732,195.21599999999998,199.715,204.18,208.582,212.87099999999998,217.04,221.088,225.02599999999998,228.88299999999998,232.68599999999998,236.435,240.12900000000002,243.78599999999997,247.41299999999998,251.037,254.657,258.275,261.889,265.497,269.091
New Zealand,1908.0,1947.931,1992.7979999999998,2040.2320000000002,2088.4829999999997,2136.391,2183.462,2229.826,2276.133,2323.413,2372.594,2424.0660000000003,2477.199,2530.173,2580.53,2626.645,2667.0820000000003,2702.676,2736.827,2774.367,2818.387,2870.822,2929.6859999999997,2989.409,3042.177,3082.633,3108.57,3122.406,3128.9559999999997,3135.297,3146.619,3164.828,3188.539,3215.7290000000003,3243.0359999999996,3268.236,3290.304,3310.743,3332.792,3360.9570000000003,3398.172,3446.17,3503.1809999999996,3564.4640000000004,3623.2790000000005,3674.9359999999997,3717.349,3752.362,3783.974,3818.131,3858.9990000000003,3907.933,3963.2059999999997,4022.0690000000004,4080.438,4135.355,4185.917,4233.151,4278.325,4323.482,4370.062,4418.365,4467.7429999999995,4517.527,4566.7,4614.532
Nicaragua,1294.992,1331.745,1371.5179999999998,1414.276,1459.854,1508.025,1558.474,1610.818,1664.605,1719.365,1774.6989999999998,1830.4,1886.5620000000001,1943.59,2002.119,2062.63,2125.24,2189.882,2256.782,2326.139,2398.096,2472.656,2549.774,2629.505,2711.848,2796.7459999999996,2884.155,2973.8059999999996,3065.117,3157.355,3249.91,3342.6690000000003,3435.525,3527.9390000000003,3619.2529999999997,3709.091,3796.917,3882.9429999999998,3968.454,4055.265,4144.565,4236.8009999999995,4331.277,4426.58,4520.725,4612.228,4700.779,4786.64,4869.626,4949.66,5026.795999999999,5100.75,5171.734,5240.879,5309.703,5379.328,5450.210999999999,5522.106,5594.505999999999,5666.581,5737.723000000001,5807.82,5877.108,5945.746999999999,6013.996999999999,6082.035
Niger,2559.703,2638.137,2716.8179999999998,2795.8059999999996,2875.2740000000003,2955.5409999999997,3037.059,3120.437,3206.36,3295.583,3388.764,3486.295,3588.156,3693.866,3802.64,3913.934,4027.758,4144.395,4263.745,4385.758,4510.479,4637.829000000001,4768.0779999999995,4902.005999999999,5040.656,5184.811,5334.918000000001,5490.920999999999,5652.355,5818.505999999999,5988.904,6164.005999999999,6344.382,6529.894,6720.344,6915.927,7116.744000000001,7323.969,7540.253000000001,7768.995,8012.861,8272.976,8549.424,8842.415,9151.763,9477.333,9819.964,10180.061,10556.548999999999,10947.829,11352.973,11771.976,12206.002,12656.87,13127.011999999999,13618.448999999999,14132.063999999998,14668.338,15228.525,15813.913,16425.578,17064.636000000002,17731.634,18426.372,19148.218999999997,19896.965
Nigeria,37859.744,38423.977999999996,39035.145,39685.757000000005,40370.373,41085.562999999995,41830.031,42604.508,43411.475,44254.685999999994,45137.812000000005,46062.905,47029.14,48032.246,49066.059,50127.21400000001,51217.359000000004,52341.834,53505.977999999996,54716.735,55981.4,57295.21,58662.602999999996,60110.433,61673.559,63373.572,65226.22900000001,67215.805,69293.55,71391.29,73460.724,75482.552,77472.907,79462.277,81497.739,83613.3,85818.502,88101.62800000001,90450.281,92844.353,95269.98800000001,97726.323,100221.56300000001,102761.737,105355.78300000001,108011.465,110732.90400000001,113522.705,116385.75,119327.073,122352.009,125463.43400000001,128666.71,131972.533,135393.616,138939.478,142614.094,146417.024,150347.39,154402.18099999998,158578.261,162877.076,167297.284,171829.303,176460.50199999998,181181.74399999998
Niue,4.667,4.678,4.684,4.686,4.685,4.694,4.7,4.718999999999999,4.75,4.788,4.8260000000000005,4.875,4.931,4.9830000000000005,5.045,5.098,5.151,5.207999999999999,5.237,5.218,5.135,4.9639999999999995,4.724,4.449,4.191,3.9760000000000004,3.807,3.6860000000000004,3.5989999999999998,3.511,3.404,3.2689999999999997,3.127,2.9810000000000003,2.841,2.719,2.609,2.521,2.45,2.383,2.329,2.2880000000000003,2.258,2.2359999999999998,2.205,2.165,2.124,2.0669999999999997,2.011,1.956,1.899,1.854,1.7890000000000001,1.755,1.715,1.683,1.662,1.651,1.639,1.636,1.63,1.63,1.6230000000000002,1.6230000000000002,1.6159999999999999,1.629
Northern Mariana Islands,6.999,7.081,7.215,7.409,7.6739999999999995,8.01,8.407,8.835,9.28,9.689,10.035,10.302,10.499,10.667,10.857000000000001,11.105,11.435,11.823,12.257,12.690999999999999,13.127,13.569,14.04,14.492,14.859000000000002,15.117,15.234000000000002,15.251,15.372,15.862,16.92,18.604,20.855999999999998,23.503,26.302,29.092,31.802,34.48,37.134,39.808,42.538000000000004,45.248999999999995,47.919,50.602,53.38,56.278,59.364,62.528,65.47399999999999,67.755,69.094,69.388,68.763,67.422,65.663,63.744,61.688,59.513000000000005,57.431000000000004,55.674,54.424,53.786,53.718,54.036,54.468,54.816
Norway,3265.2729999999997,3300.752,3334.478,3367.055,3398.905,3430.34,3461.51,3492.447,3523.048,3553.1290000000004,3582.507,3611.1459999999997,3639.21,3667.113,3695.408,3724.4629999999997,3754.362,3784.868,3815.637,3846.184,3876.06,3905.2690000000002,3933.725,3960.802,3985.741,4008.031,4027.475,4044.33,4059.183,4072.868,4086.0759999999996,4098.973,4111.657,4124.585,4138.268,4153.105,4169.322,4186.968,4205.965999999999,4226.122,4247.285,4269.471,4292.683,4316.788,4341.615,4366.995,4393.209,4420.262,4447.486,4474.004,4499.367,4523.145,4546.019,4570.106,4598.214,4632.3640000000005,4673.07,4719.648,4771.409000000001,4827.18,4885.878,4947.595,5012.0070000000005,5077.101,5140.311,5199.835999999999
Oman,456.41900000000004,462.251,469.35,477.44,486.31199999999995,495.816,505.892,516.471,527.5980000000001,539.328,551.74,564.89,578.8240000000001,593.501,608.887,625.009,642.003,660.1189999999999,679.597,700.725,723.852,748.9730000000001,776.383,806.9910000000001,841.948,882.044,927.439,977.808,1032.8,1091.853,1154.379,1220.587,1290.111,1361.0970000000002,1431.0770000000002,1498.4170000000001,1561.185,1619.864,1678.116,1741.16,1812.16,1893.771,1983.277,2072.111,2148.428,2204.283,2236.666,2249.7729999999997,2251.875,2254.9179999999997,2267.991,2294.7870000000003,2334.285,2385.255,2444.751,2511.269,2582.991,2662.762,2759.014,2882.942,3041.46,3237.268,3464.6440000000002,3711.4809999999998,3960.925,4199.81
Pakistan,37542.376000000004,37975.281,38483.891,39063.873999999996,39711.643,40424.296,41199.696,42036.393,42933.593,43890.982,44908.293,45984.892,47119.361,48309.315,49551.904,50845.221,52191.095,53590.929000000004,55042.397000000004,56542.434,58090.759000000005,59687.14,61338.261,63059.481,64870.833,66787.901,68813.22,70946.231,73194.937,75567.682,78068.144,80696.945,83445.863,86297.64,89228.94900000001,92219.48800000001,95264.46,98357.47300000001,101474.835,104588.49,107678.614,110730.42,113747.135,116749.56,119769.556,122829.148,125938.339,129086.987,132253.264,135405.584,138523.285,141601.437,144654.143,147703.40099999998,150780.3,153909.667,157093.99300000002,160332.97400000002,163644.603,167049.58,170560.182,174184.265,177911.533,181712.595,185546.25699999998,189380.513
Palau,7.441,7.497000000000001,7.6129999999999995,7.791,8.014,8.255,8.524,8.802,9.087,9.359,9.642000000000001,9.9,10.151,10.378,10.593,10.782,10.946,11.08,11.205,11.331,11.48,11.654000000000002,11.852,12.046,12.197000000000001,12.277999999999999,12.285,12.225,12.152999999999999,12.124,12.194,12.387,12.663,13.012,13.372,13.696,13.985,14.24,14.49,14.757,15.088,15.474,15.894,16.342,16.805999999999997,17.253,17.691,18.123,18.524,18.879,19.175,19.404,19.574,19.7,19.804000000000002,19.906,20.012,20.116,20.227999999999998,20.342,20.47,20.599,20.758000000000003,20.92,21.094,21.288
Panama,859.659,881.3439999999999,904.3860000000001,928.712,954.268,981.0319999999999,1008.98,1038.127,1068.471,1100.067,1132.921,1167.035,1202.373,1238.823,1276.276,1314.626,1353.8039999999999,1393.799,1434.6570000000002,1476.479,1519.299,1563.115,1607.8339999999998,1653.256,1699.1129999999998,1745.205,1791.453,1837.89,1884.515,1931.389,1978.578,2026.065,2073.844,2121.939,2170.409,2219.276,2268.574,2318.3320000000003,2368.618,2419.491,2471.009,2523.181,2576.018,2629.6440000000002,2684.183,2739.73,2796.344,2853.941,2912.328,2971.197,3030.347,3089.684,3149.265,3209.1740000000004,3269.5409999999997,3330.465,3391.905,3453.8070000000002,3516.268,3579.385,3643.222,3707.782,3772.938,3838.462,3903.986,3969.2490000000003
Papua New Guinea,1674.036,1702.37,1731.23,1761.05,1792.14,1824.7120000000002,1858.885,1894.6779999999999,1931.986,1970.694,2010.6770000000001,2051.947,2094.687,2139.303,2186.34,2236.206,2289.109,2344.9770000000003,2403.595,2464.548,2527.5860000000002,2592.6279999999997,2659.8509999999997,2729.58,2802.243,2878.156,2957.3390000000004,3039.66,3125.034,3213.36,3304.473,3398.469,3495.199,3594.0040000000004,3694.0409999999997,3794.72,3895.8520000000003,3997.702,4100.729,4205.654,4313.059,4423.0070000000005,4535.52,4651.169,4770.606,4894.276,5022.437,5154.91,5291.178000000001,5430.479,5572.222,5716.151999999999,5862.316,6010.724,6161.517,6314.709,6470.272,6627.922,6787.187,6947.446999999999,7108.2390000000005,7269.348000000001,7430.835999999999,7592.865,7755.785,7919.825
Paraguay,1473.253,1511.767,1550.757,1590.497,1631.1860000000001,1673.009,1716.108,1760.578,1806.519,1853.9389999999999,1902.875,1953.328,2005.3370000000002,2058.915,2114.095,2170.859,2229.376,2289.5820000000003,2350.901,2412.5660000000003,2474.106,2535.359,2596.739,2659.0879999999997,2723.5229999999997,2790.962,2861.5809999999997,2935.375,3012.829,3094.482,3180.63,3271.4559999999997,3366.719,3465.7929999999997,3567.752,3671.8259999999996,3777.763,3885.4359999999997,3994.3309999999997,4103.911,4213.742,4323.41,4432.736,4541.902,4651.225,4760.85,4870.694,4980.344,5089.31,5196.937,5302.7,5406.624,5508.611,5607.95,5703.74,5795.494000000001,5882.795999999999,5966.159000000001,6047.116999999999,6127.8369999999995,6209.8769999999995,6293.783,6379.219,6465.74,6552.584,6639.119000000001
Peru,7727.734,7924.21,8128.523,8340.377,8559.718,8786.757,9021.961,9266.079,9520.046999999999,9784.91,10061.515,10350.242,10650.667,10961.54,11281.015,11607.681,11941.325,12282.082,12629.329,12982.448999999999,13341.069,13704.335,14072.476,14447.648000000001,14832.841,15229.947,15639.901000000002,16061.323,16491.083,16924.753,17359.12,17792.549,18225.73,18660.439,19099.584,19544.956000000002,19996.253,20451.71,20909.895,21368.859,21826.658,22283.127999999997,22737.056,23184.228,23619.356,24038.76,24441.074,24827.406000000003,25199.748,25561.299,25914.879,26261.362999999998,26601.467,26937.737999999998,27273.194,27610.41,27949.944,28292.724,28641.98,29001.507,29373.646,29759.988999999998,30158.966,30565.716,30973.354,31376.671000000002
Philippines,18580.49,19246.611,19945.661,20670.543999999998,21416.1,22179.101000000002,22958.355,23754.592999999997,24570.175,25408.603,26273.025,27164.617000000002,28081.231,29016.771,29962.876,30913.932999999997,31867.563,32826.599,33797.042,34787.587999999996,35804.729,36851.055,37925.4,39026.082,40149.961,41295.123999999996,42461.193,43650.333,44866.273,46113.995,47396.968,48715.592000000004,50068.492999999995,51455.032999999996,52873.974,54323.648,55804.072,57313.310999999994,58845.205,60391.867,61947.348,63508.459,65075.486,66650.247,68236.23,69835.715,71446.107,73064.76400000001,74693.695,76335.812,77991.569,79665.315,81352.06,83031.954,84678.493,86274.237,87809.41900000001,89293.49,90751.864,92220.879,93726.62400000001,95277.94,96866.64199999999,98481.03199999999,100102.24900000001,101716.359
Poland,24824.017999999996,25283.44,25764.925,26261.072999999997,26764.863999999998,27269.749,27769.541,28258.522999999997,28731.444,29183.688,29611.556,30012.671000000002,30386.276,30733.37,31056.315,31357.726000000002,31637.766,31898.318,32146.054,32389.546000000002,32635.557,32886.596,33143.187000000005,33407.619,33681.72,33966.572,34261.866,34566.894,34881.38,35204.73,35535.108,35873.731,36216.709,36550.846,36858.895,37128.717000000004,37354.265,37538.975,37691.897000000004,37827.018,37954.553,38077.212999999996,38191.777,38295.474,38383.516,38452.632000000005,38503.607,38538.73,38558.054,38561.693999999996,38550.495,38524.005,38484.472,38438.826,38396.066,38362.666,38341.036,38329.585,38325.689,38324.87,38323.402,38320.947,38317.404,38309.451,38293.06,38265.226
Portugal,8416.966999999999,8432.973,8477.256,8537.746,8604.733,8670.884,8731.331,8783.546999999999,8827.136,8863.385,8893.971,8919.603000000001,8938.804,8947.428,8940.091999999999,8914.451,8866.85,8802.562,8739.08,8700.023000000001,8701.855,8750.506,8839.796,8958.962,9091.4,9224.059000000001,9354.494,9483.629,9605.593,9714.16,9804.851,9875.257,9925.729,9958.417,9977.168,9985.575,9983.221,9971.233,9956.671999999999,9948.574,9953.327,9974.195,10009.576,10054.996,10103.443000000001,10149.735,10192.394,10232.884,10272.286,10312.610999999999,10355.117,10399.312,10443.668,10487.113000000001,10528.268,10565.723,10599.951000000001,10630.12,10652.098999999998,10660.616000000002,10652.321000000002,10625.33,10581.821000000002,10527.673999999999,10471.168,10418.473
Puerto Rico,2218.0,2209.696,2212.1020000000003,2221.0170000000003,2233.405,2247.415,2262.419,2278.9570000000003,2298.569,2323.453,2355.57,2395.609,2442.154,2491.279,2537.636,2577.524,2609.268,2634.3590000000004,2656.298,2680.218,2709.841,2745.9709999999995,2787.348,2833.134,2881.75,2931.886,2983.5840000000003,3036.7459999999996,3089.76,3140.5640000000003,3187.671,3230.47,3269.2529999999997,3304.6820000000002,3337.8590000000004,3369.679,3400.02,3428.8259999999996,3457.2129999999997,3486.63,3517.975,3551.587,3586.88,3622.7059999999997,3657.4120000000003,3689.6409999999996,3719.324,3746.3590000000004,3769.336,3786.575,3796.9770000000003,3799.907,3796.028,3787.268,3776.3590000000004,3765.3990000000003,3755.113,3745.258,3735.788,3726.3309999999997,3716.6929999999998,3706.9840000000004,3697.5759999999996,3688.723,3680.715,3673.728
Qatar,25.003,27.497,29.873,32.06,34.042,35.866,37.622,39.45,41.54600000000001,44.126000000000005,47.38399999999999,51.42100000000001,56.263000000000005,61.717,67.567,73.633,79.844,86.295,93.20100000000001,100.874,109.514,119.42399999999999,130.534,142.241,153.704,164.41299999999998,173.83599999999998,182.44299999999998,192.093,205.313,223.775,248.144,277.39599999999996,309.47900000000004,341.455,371.08099999999996,397.93199999999996,422.341,443.79400000000004,461.87,476.445,487.491,495.517,501.566,507.095,513.455,522.304,534.6080000000001,550.43,569.447,592.2669999999999,616.886,645.659,688.586,758.855,864.863,1010.382,1189.633,1389.342,1590.78,1779.6760000000002,1952.0539999999999,2109.5679999999998,2250.473,2374.419,2481.5389999999998
Republic of Korea,19211.385,19459.429,19829.39,20307.897,20880.428,21531.331000000002,22243.632999999998,22999.243,23779.372000000003,24565.349,25340.917999999998,26094.75,26822.585,27528.214,28220.78,28907.071,29584.631,30249.456000000002,30905.365,31557.577999999998,32209.314,32863.704,33518.385,34164.544,34789.935,35386.507000000005,35948.932,36481.585,36997.8,37516.487,38050.424,38606.821,39179.545,39752.024,40300.401,40808.568999999996,41269.318999999996,41690.833,42091.026,42495.727999999996,42923.130999999994,43378.100999999995,43853.448,44340.558,44825.885,45298.611,45757.361,46202.60400000001,46627.442,47023.88,47386.312000000005,47712.788,48004.78599999999,48265.026,48498.083,48708.497,48895.845,49062.429000000004,49218.985,49379.208,49552.855,49744.65900000001,49952.244000000006,50169.242,50385.56,50593.662000000004
Republic of Moldova,2340.9970000000003,2381.44,2432.095,2491.064,2556.59,2627.009,2700.7909999999997,2776.5490000000004,2852.992,2928.985,3003.559,3075.922,3145.55,3212.094,3275.4570000000003,3335.631,3392.085,3444.85,3495.137,3544.638,3594.518,3645.518,3697.152,3747.927,3795.653,3838.91,3876.947,3910.6440000000002,3942.14,3974.506,4009.8379999999997,4048.617,4089.8559999999998,4132.446,4174.624,4214.916,4253.165,4289.1,4320.929,4346.4529999999995,4364.116,4373.5779999999995,4375.313,4369.649,4357.282999999999,4339.082,4314.7,4284.931,4253.284000000001,4224.273,4201.089,4185.505,4176.616,4171.646,4166.337,4157.6990000000005,4144.73,4128.649,4111.44,4096.04,4084.4809999999998,4077.368,4073.703,4071.9640000000004,4069.9390000000003,4065.98
Romania,16236.296,16512.664,16764.904,17005.717,17243.818,17483.935,17726.631,17968.466,18202.712,18420.453999999998,18613.939,18780.202,18924.157,19059.938000000002,19207.135,19379.568,19582.327,19810.585,20055.921000000002,20305.31,20548.911,20783.748,21011.703999999998,21233.466,21451.125,21665.642999999996,21877.402000000002,22083.773999999998,22279.304,22456.945,22611.971,22739.817000000003,22842.317000000003,22928.925,23013.161,23103.646,23205.286,23312.071,23408.422000000002,23472.581000000002,23489.373,23454.213,23373.357999999997,23255.995,23116.175,22965.111,22804.165,22632.805,22458.077,22288.057,22128.127999999997,21984.135,21854.676,21728.918999999998,21591.164,21431.017999999996,21243.922000000002,21036.111,20821.084,20617.955,20440.346999999998,20292.967,20171.255,20068.201,19972.736,19876.621
Russian Federation,102798.65699999999,104306.13900000001,105969.201,107729.37400000001,109537.789,111355.22099999999,113152.375,114909.591,116615.773,118266.78199999999,119860.288,121390.406,122842.95,124193.394,125412.625,126483.875,127395.883,128164.76400000001,128836.021,129472.835,130123.431,130805.201,131514.09900000002,132250.78,133008.905,133784.384,134580.091,135402.802,136255.397,137140.562,138058.71,139002.314,139964.753,140946.861,141950.62900000002,142971.168,144011.513,145051.663,146035.578,146890.544,147564.066,148035.89800000002,148318.025,148431.37300000002,148411.855,148288.839,148073.924,147768.37099999998,147381.001,146919.737,146396.514,145814.864,145194.88199999998,144584.695,144044.607,143618.185,143322.93300000002,143150.142,143083.187,143092.765,143153.869,143263.988,143420.59699999998,143597.23,143761.378,143888.00400000002
Rwanda,2186.185,2250.677,2313.311,2378.445,2448.825,2525.527,2607.95,2693.821,2779.55,2860.691,2933.428,2996.0959999999995,3050.6040000000003,3102.972,3161.724,3232.934,3319.0820000000003,3418.317,3527.263,3640.591,3754.5409999999997,3868.337,3983.7,4102.321,4226.799,4359.092000000001,4499.509,4647.615,4803.725,4968.0740000000005,5140.715999999999,5315.031999999999,5489.321999999999,5673.6140000000005,5881.906,6120.107,6407.672,6732.130999999999,7030.179,7216.028,7235.798000000001,7051.759,6701.851,6299.909000000001,6005.095,5928.078,6115.168000000001,6522.382,7059.813,7593.2390000000005,8025.703,8329.405999999999,8536.205,8680.346,8818.438,8991.735,9206.58,9447.402,9708.169,9977.446,10246.841999999999,10516.071000000002,10788.853000000001,11065.151000000002,11345.357,11629.553
R̩union,248.11,259.295,268.486,276.526,284.08,291.658,299.57099999999997,307.97900000000004,316.879,326.16700000000003,335.69300000000004,345.405,355.42900000000003,366.07800000000003,377.791,390.775,405.29,420.98800000000006,436.69,450.74,462.025,470.119,475.473,478.91,481.689,484.777,488.349,492.286,496.911,502.5,509.265,517.413,526.9490000000001,537.4,548.141,558.6990000000001,568.9169999999999,578.938,588.986,599.4540000000001,610.582,622.418,634.793,647.5880000000001,660.563,673.541,686.4630000000001,699.299,711.992,724.4839999999999,736.71,748.658,760.258,771.3839999999999,781.8639999999999,791.5980000000001,800.543,808.735,816.335,823.5369999999999,830.5189999999999,837.304,843.9069999999999,850.4,856.867,863.363
Saint Helena,4.9719999999999995,5.008,5.021,5.004,4.979,4.944,4.9110000000000005,4.867,4.83,4.787,4.748,4.706,4.666,4.638,4.625,4.629,4.6530000000000005,4.696000000000001,4.755,4.814,4.8839999999999995,4.952,5.018,5.077,5.132999999999999,5.175,5.2139999999999995,5.2410000000000005,5.2620000000000005,5.287999999999999,5.327000000000001,5.377999999999999,5.435,5.5,5.547999999999999,5.582999999999999,5.599,5.601,5.593,5.564,5.535,5.489,5.439,5.376,5.3260000000000005,5.289,5.263999999999999,5.251,5.2410000000000005,5.2010000000000005,5.114,4.9719999999999995,4.792,4.586,4.408,4.275,4.2010000000000005,4.165,4.166,4.176,4.177,4.152,4.117,4.081,4.053999999999999,4.034
Saint Kitts and Nevis,46.049,46.143,46.489,47.053000000000004,47.736999999999995,48.492,49.251000000000005,49.955,50.544,50.972,51.195,51.193000000000005,50.966,50.525,49.93,49.214,48.358000000000004,47.38,46.402,45.534,44.885,44.495,44.326,44.316,44.331,44.276,44.148,43.942,43.703,43.457,43.21,42.976000000000006,42.762,42.542,42.294,42.013000000000005,41.696999999999996,41.351000000000006,41.047,40.852,40.834,41.013000000000005,41.361000000000004,41.846000000000004,42.373000000000005,42.891000000000005,43.373000000000005,43.846000000000004,44.317,44.824,45.373999999999995,45.99,46.641000000000005,47.306000000000004,47.971000000000004,48.611000000000004,49.21,49.783,50.332,50.886,51.445,52.006,52.591,53.169,53.739,54.288000000000004
Saint Lucia,82.78399999999999,83.874,84.76299999999999,85.491,86.10600000000001,86.654,87.178,87.719,88.33,89.044,89.897,90.914,92.084,93.399,94.814,96.302,97.881,99.527,101.179,102.749,104.16,105.39,106.455,107.46600000000001,108.53200000000001,109.76899999999999,111.208,112.831,114.546,116.29,117.98700000000001,119.594,121.154,122.74,124.46799999999999,126.41799999999999,128.619,131.034,133.533,135.95600000000002,138.185,140.156,141.925,143.565,145.247,147.04399999999998,149.004,151.086,153.183,155.172,156.94899999999998,158.464,159.763,160.97299999999998,162.251,163.714,165.407,167.28799999999998,169.22,171.02200000000002,172.58,173.832,174.835,175.66,176.421,177.206
Saint Pierre and Miquelon,4.571000000000001,4.603,4.633,4.66,4.691,4.723,4.766,4.8,4.841,4.882,4.918,4.953,4.978,5.005,5.046,5.096,5.152,5.215,5.287000000000001,5.372999999999999,5.459,5.55,5.642,5.74,5.813,5.882999999999999,5.925,5.957000000000001,5.97,5.987,6.001,6.02,6.042999999999999,6.0520000000000005,6.0760000000000005,6.109,6.14,6.18,6.212000000000001,6.251,6.276,6.294,6.306,6.303999999999999,6.307,6.303999999999999,6.296,6.291,6.285,6.281000000000001,6.272,6.268,6.2620000000000005,6.255,6.2589999999999995,6.261,6.26,6.261,6.269,6.277,6.274,6.274,6.276,6.273,6.277,6.29
Saint Vincent and the Grenadines,66.998,68.059,69.271,70.593,72.02199999999999,73.523,75.08,76.635,78.168,79.618,80.949,82.14200000000001,83.206,84.167,85.069,85.97,86.85700000000001,87.736,88.613,89.516,90.45200000000001,91.44,92.463,93.51700000000001,94.568,95.611,96.641,97.649,98.633,99.59,100.505,101.37899999999999,102.204,102.984,103.742,104.477,105.198,105.896,106.536,107.084,107.505,107.814,108.00299999999999,108.09200000000001,108.12899999999999,108.12200000000001,108.075,108.00399999999999,107.92200000000001,107.88,107.898,107.988,108.146,108.35,108.559,108.744,108.90700000000001,109.04700000000001,109.165,109.25299999999999,109.315,109.34100000000001,109.32799999999999,109.32,109.35700000000001,109.455
Samoa,82.09700000000001,84.43700000000001,86.819,89.238,91.696,94.208,96.79899999999999,99.5,102.353,105.38,108.646,112.119,115.788,119.561,123.354,127.068,130.688,134.19299999999998,137.506,140.518,143.17600000000002,145.439,147.321,148.889,150.221,151.387,152.39,153.247,154.007,154.76,155.55700000000002,156.428,157.403,158.384,159.283,160.031,160.592,161.015,161.421,161.998,162.866,164.076,165.57,167.207,168.78799999999998,170.157,171.283,172.19799999999998,172.981,173.755,174.61,175.56599999999997,176.582,177.662,178.78099999999998,179.929,181.09400000000002,182.28599999999997,183.52599999999998,184.826,186.205,187.665,189.19400000000002,190.757,192.29,193.75900000000001
San Marino,12.780999999999999,12.917,13.092,13.29,13.511,13.772,14.048,14.345999999999998,14.669,15.020999999999999,15.397,15.789000000000001,16.199,16.621,17.032,17.441,17.835,18.229,18.589000000000002,18.895,19.137999999999998,19.303,19.398,19.465999999999998,19.562,19.735,19.98,20.296,20.66,21.03,21.361,21.666,21.943,22.21,22.455,22.708000000000002,22.961,23.21,23.465999999999998,23.74,24.043000000000003,24.386,24.749000000000002,25.141,25.516,25.877,26.209,26.508000000000003,26.799,27.096,27.418000000000003,27.761999999999997,28.121,28.494,28.866,29.24,29.614,29.976999999999997,30.351,30.723000000000003,31.11,31.504,31.914,32.303000000000004,32.657,32.96
Sao Tome and Principe,60.001999999999995,59.202,58.523,58.165,58.233999999999995,58.783,59.746,60.99100000000001,62.318999999999996,63.478,64.253,64.551,64.432,64.17699999999999,64.212,64.796,66.063,67.873,70.046,72.241,74.253,75.988,77.53699999999999,79.02199999999999,80.67,82.60700000000001,84.885,87.434,90.089,92.649,94.949,96.95,98.706,100.318,101.915,103.634,105.47399999999999,107.415,109.47,111.62700000000001,113.89299999999999,116.294,118.816,121.40700000000001,123.973,126.454,128.821,131.107,133.418,135.886,138.606,141.622,144.889,148.372,151.969,155.63,159.328,163.101,166.91299999999998,170.813,174.77599999999998,178.8,182.889,187.045,191.266,195.553
Saudi Arabia,3121.335,3198.551,3283.3,3372.617,3464.552,3558.155,3653.5609999999997,3751.875,3855.0840000000003,3965.815,4086.539,4218.879,4362.8640000000005,4516.659000000001,4677.404,4843.635,5015.204000000001,5194.846,5387.486,5599.628000000001,5836.389,6100.994000000001,6393.894,6714.095,7059.334,7428.703,7818.613,8231.604,8679.84,9179.621,9740.599,10366.661,11048.08,11763.837,12484.966999999999,13189.115,13869.011999999999,14525.66,15155.223,15755.944,16326.815,16867.828999999998,17378.833,17859.75,18311.09,18735.841,19131.578,19505.576,19882.458,20294.406000000003,20764.311999999998,21303.592,21906.307999999997,22556.425,23228.89,23905.654,24578.301,25252.569,25940.77,26661.492000000002,27425.676,28238.02,29086.357000000004,29944.476000000002,30776.722,31557.144
Senegal,2486.635,2545.16,2606.415,2670.5890000000004,2737.833,2808.225,2881.808,2958.5359999999996,3038.333,3121.092,3206.7490000000003,3295.2929999999997,3386.863,3481.745,3580.312,3682.8759999999997,3789.211,3899.237,4013.539,4132.844,4257.505,4388.458,4525.1140000000005,4664.444,4802.348,4936.209,5064.674,5189.539000000001,5315.265,5448.11,5592.646,5750.338000000001,5920.059,6100.495,6289.326999999999,6484.738,6686.159000000001,6893.896,7107.976,7328.6,7555.616999999999,7789.653,8029.725,8272.17,8512.173,8746.606,8974.077,9196.528,9418.393,9645.957,9884.052,10134.497,10396.860999999999,10670.99,10955.944,11251.266000000001,11556.763,11873.556999999999,12203.957,12550.917,12916.229,13300.91,13703.513,14120.32,14546.111,14976.993999999999
Serbia,6732.255999999999,6853.2919999999995,6963.401,7063.1630000000005,7153.3640000000005,7234.922,7308.93,7376.685,7439.606,7499.166,7556.725,7613.352,7669.609,7725.503000000001,7780.685,7835.081999999999,7888.804,7942.64,7998.0019999999995,8056.665,8119.86,8187.991,8260.625,8337.076,8416.25,8497.17,8579.63,8663.325,8746.98,8829.036,8908.293,8984.594000000001,9057.978000000001,9127.677,9192.92,9253.405,9306.347,9352.15,9397.313,9450.77,9517.674,9602.940999999999,9701.331,9795.554,9861.877,9884.146999999999,9855.506,9783.393,9683.612,9579.314,9487.615,9413.418,9352.705,9302.869,9258.343,9214.985999999999,9173.289,9135.214,9099.552,9064.756,9029.716,8993.746,8956.984,8920.215,8884.712,8851.28
