country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Grenada,,,,,,,,,,,,,,,,,,,,,168.3416748046875,180.01580810546875,196.459716796875,207.8809814453125,223.2920379638672,245.2630615234375,265.0528564453125,262.1210021972656,279.620361328125,288.28240966796875,268.7668151855469,260.5701904296875,273.8829345703125,284.2071228027344,308.2720947265625,331.7391052246094,333.89105224609375,379.5390930175781,389.9153137207031,433.5837707519531,459.0621643066406,467.3031311035156,540.4920043945312,537.8460693359375,568.3218994140625,575.6309814453125,634.9588012695312,651.8457641601562,721.4175415039062,756.1798095703125,779.398681640625,785.141845703125,819.8916015625,893.2511596679688,910.5533447265625,1024.7542724609375,1023.1864013671875,1101.765869140625,1144.4815673828125,1100.09716796875,1120.003662109375,1149.1053466796875,1134.466552734375,1161.8404541015625,1186.3536376953125
Guatemala,7261.70947265625,7344.09716796875,7511.68359375,7826.3544921875,8077.63330078125,8169.73291015625,8868.0048828125,9250.9521484375,9509.03515625,9966.9990234375,10214.890625,10571.54296875,10983.474609375,11822.5703125,12424.072265625,12828.3447265625,13468.1650390625,13879.91015625,14993.5078125,15800.4453125,17055.76171875,17600.119140625,18720.134765625,19975.626953125,20490.9921875,21027.626953125,22313.107421875,25189.865234375,25616.447265625,26485.912109375,27473.34375,27582.60546875,27213.640625,27360.40234375,27882.59375,27696.45703125,29166.609375,28891.255859375,30408.2421875,31774.95703125,33234.6171875,35438.6640625,36326.25,38583.3359375,41145.234375,43889.56640625,45516.4375,48241.85546875,51417.2265625,53550.953125,56102.140625,58489.12890625,61456.69921875,63583.7734375,66131.609375,68825.265625,73486.25,79439.3046875,83265.546875,87864.484375,92085.5859375,98496.5859375,101200.2265625,104637.6640625,109715.6015625
Guinea,,,,,,,,,,6302.44482421875,6939.53173828125,7211.71923828125,7404.224609375,8179.13916015625,7479.25927734375,7774.703125,7748.54150390625,7767.869140625,7832.60107421875,7696.53662109375,7410.873046875,7808.29638671875,7986.85791015625,8107.9482421875,8529.5732421875,8802.716796875,9481.50390625,9150.3046875,9757.7470703125,9633.271484375,10100.9619140625,9885.767578125,10074.1357421875,10185.8212890625,10363.337890625,10890.7021484375,11112.6025390625,11445.9736328125,12129.1396484375,12602.705078125,12786.525390625,13423.810546875,13231.6943359375,13847.4560546875,14679.1650390625,15617.7431640625,17127.82421875,15686.25390625,15158.7041015625,14171.3037109375,13631.7138671875,12707.9306640625,12004.5771484375,11008.7587890625,10669.12890625,10463.6484375,10643.34765625,11166.9873046875,12302.09375,11581.169921875,13443.6796875,14094.298828125,14727.720703125,15650.5078125,17536.16015625
Guinea-Bissau,,,,,,,,,,,647.6411743164062,658.9180908203125,655.747314453125,724.0816040039062,747.5698852539062,768.5634765625,698.0466918945312,789.7257080078125,821.2719116210938,915.0653076171875,1000.234375,969.1133422851562,1028.088623046875,1050.2677001953125,1096.2119140625,1184.4459228515625,1279.7232666015625,1084.494140625,1271.67236328125,1300.3900146484375,1214.5321044921875,1107.484130859375,1145.460205078125,1120.97314453125,1141.715576171875,993.5584716796875,1229.9527587890625,1260.165283203125,1324.236328125,1375.30517578125,1439.62353515625,1496.8609619140625,1312.102783203125,1468.391845703125,1628.260498046875,1660.5390625,1704.685546875,1963.9173583984375,1675.3648681640625,1976.94921875,1927.8697509765625,1943.42626953125,1907.348876953125,1895.9339599609375,1959.20849609375,1952.7144775390625,1897.9639892578125,1952.7891845703125,1987.810546875,1962.1944580078125,2069.488525390625,2365.739990234375,2158.397216796875,2153.139404296875,2252.4521484375
Haiti,,,,,,,,,,,4772.48876953125,4411.2080078125,4832.81396484375,4828.55615234375,4883.9208984375,4872.55419921875,4918.76904296875,4874.65869140625,5012.52392578125,5181.53515625,5466.19384765625,5572.8349609375,5599.87939453125,5951.2021484375,6385.65185546875,6488.40771484375,7644.919921875,7759.98974609375,8014.7509765625,8458.791015625,9061.6435546875,8483.0341796875,8262.3232421875,8507.1318359375,8883.2451171875,9154.29296875,9343.5869140625,9252.46484375,9344.3212890625,8840.150390625,8849.21484375,8961.583984375,8679.005859375,8109.81396484375,7513.94482421875,9678.8994140625,11191.767578125,11819.748046875,11980.1982421875,13316.2587890625,15028.7001953125,14504.58984375,14406.73046875,13745.5859375,13630.3837890625,14154.142578125,14272.484375,15250.7578125,14847.7802734375,15668.6015625,14562.5712890625,15285.3203125,15397.8662109375,16141.3623046875,16517.2890625
Honduras,3079.477783203125,3177.114501953125,3223.63671875,3479.678955078125,3239.9951171875,3279.20166015625,3713.704345703125,3722.746826171875,3868.18115234375,3963.228271484375,3944.26806640625,4164.33251953125,4413.9658203125,4555.07177734375,4893.359375,5275.3095703125,5408.28515625,5659.88232421875,6073.44287109375,6044.10107421875,6128.4345703125,6183.4580078125,6604.294921875,7153.64208984375,6798.01416015625,6910.896484375,8259.033203125,9581.58984375,10217.2763671875,10307.9248046875,10483.265625,10378.4541015625,10419.9853515625,10196.0234375,10819.3798828125,11210.353515625,11926.5126953125,12468.5498046875,13375.537109375,13812.8154296875,13869.6796875,14668.76171875,15327.70703125,15933.556640625,16221.6630859375,17476.44921875,17991.68359375,18783.42578125,19437.26171875,18722.69140625,20014.318359375,20637.62109375,21429.86328125,22293.71875,23503.390625,24863.05078125,26591.875,28196.939453125,28689.724609375,29242.94140625,30846.388671875,32806.54296875,33772.984375,33759.90625,35219.23828125
Hungary,,,,,,,,,,,,,,,,,,,,,57518.35546875,60759.71484375,63817.03125,67359.3046875,67684.734375,69301.34375,77151.421875,85982.515625,95101.6640625,104144.2578125,113559.078125,115602.4375,116789.796875,115419.6875,116281.0859375,114629.3203125,117587.609375,125612.109375,129393.6640625,134102.625,133991.0625,120409.6953125,122489.2734375,128964.5234375,137143.9375,143587.40625,142349.0625,146925.1875,151476.140625,155816.140625,162180.875,178569.03125,188412.734375,187865.421875,191650.515625,192864.796875,200880.140625,207400.328125,216175.515625,218120.59375,223996.859375,231643.671875,233530.828125,244597.859375,254734.171875
Iceland,1195.8233642578125,1144.32568359375,1143.2298583984375,1334.1270751953125,1483.092529296875,1721.6529541015625,1710.48193359375,1729.7119140625,1909.1500244140625,2008.9906005859375,1967.3570556640625,2099.096923828125,2170.259521484375,2437.20166015625,2813.649658203125,3141.400390625,3378.512939453125,3324.533203125,3029.898681640625,3109.63720703125,3395.39404296875,4158.9453125,4139.1796875,4749.8525390625,5072.34912109375,4854.56396484375,4948.98876953125,5716.59814453125,5943.2177734375,6036.208984375,6372.01416015625,6690.38427734375,6952.0068359375,6184.2275390625,6820.9599609375,6790.9970703125,7203.076171875,8107.6474609375,8298.7275390625,8002.107421875,7972.62060546875,8205.5,7841.9326171875,7895.5537109375,8098.92138671875,8233.0849609375,8578.669921875,9384.2763671875,10288.3349609375,10776.3046875,10899.900390625,11145.09375,11042.5439453125,10833.4658203125,11938.6015625,12655.7119140625,13038.5283203125,13573.2314453125,13663.8251953125,13095.3564453125,12254.6953125,12486.7890625,12812.1728515625,13492.318359375,14034.1123046875
India,311607.0625,324445.5,333498.96875,351218.15625,366944.0625,375288.625,390536.21875,389701.8125,417727.53125,426977.0,460436.25,476941.34375,496433.65625,530964.8125,570821.125,561092.4375,557768.375,601072.0625,629751.0,698212.4375,710405.6875,736020.75,756668.4375,801835.75,783663.0625,864604.6875,857978.8125,861100.0625,847408.75,790889.4375,796642.9375,795009.4375,789465.4375,799692.8125,797259.9375,808840.1875,855973.9375,912733.5,991285.6875,1062941.0,1130542.75,1160336.25,1226893.25,1318973.625,1412035.25,1517852.0,1652006.125,1755670.625,1882952.125,2011391.5,2116589.75,2233382.75,2362708.25,2577726.0,2774973.25,3087941.5,3432264.75,3847446.5,4144903.75,4575295.5,5207026.5,5691067.5,5970888.0,6355420.5,6766623.0
Indonesia,,,,,,,,,,,89813.3984375,91626.1953125,100123.109375,96945.984375,97567.0,96643.171875,91729.375,96735.734375,105324.9921875,103528.78125,114824.171875,122936.859375,135671.359375,156139.53125,185981.34375,190091.640625,204242.921875,227712.734375,244802.46875,289066.75,334978.03125,364060.5625,371521.8125,398447.40625,425812.71875,439682.9375,441820.53125,462638.8125,482441.6875,519545.75,581902.0625,631570.8125,683466.5625,730948.125,796830.3125,866100.8125,945211.0625,969657.125,890841.375,844328.6875,822401.0625,837451.6875,828666.625,827254.5,894737.4375,966625.0,1069924.5,1186913.125,1372155.125,1531832.125,1802574.875,2178113.75,2263258.25,2375227.0,2469896.25
Iran (Islamic Republic of),,,,,,36704.1484375,39037.50390625,43617.765625,48523.05859375,54713.18359375,54880.8359375,56678.2890625,59235.5546875,61405.8359375,63145.66015625,70632.1875,76773.25,84449.828125,92886.5625,97095.75,107040.7734375,123566.078125,139919.296875,170258.734375,250138.625,257211.609375,272543.59375,252195.03125,217363.5,209887.578125,149878.390625,138523.140625,156048.390625,159196.03125,146600.875,147777.875,135046.59375,141608.328125,132264.78125,144033.28125,172468.734375,201696.671875,220495.03125,269886.375,291480.65625,302752.09375,360535.3125,377867.65625,384997.46875,435905.46875,491867.65625,552293.3125,653876.4375,733406.0625,821569.625,993779.625,1068645.375,1193895.875,1183625.25,1183302.625,1283592.875,1373150.25,1172715.25,1235219.75,1214932.75
Iraq,,,,,,,,,,,,,,,,,,,,,33163.9765625,35420.890625,34367.1640625,41315.2265625,46117.46484375,52805.54296875,62386.4296875,62903.27734375,74025.8359375,94461.6484375,95928.0703125,79451.109375,77492.84375,68964.25,69503.9453125,70442.5078125,75402.3671875,90309.5234375,93283.5859375,84444.9921875,84192.46875,28367.720703125,35614.30859375,53004.6640625,49939.8359375,40692.49609375,60877.625,74246.21875,99905.2421875,116044.0859375,118423.9140625,121239.5234375,113519.546875,74494.0390625,117630.578125,120834.9765625,145034.796875,166757.015625,198438.8125,239738.46875,291737.09375,386257.3125,433855.625,456615.375,426652.6875
Ireland,15174.61328125,14740.6318359375,15773.75,16589.9921875,16764.4921875,17046.142578125,16752.828125,16672.57421875,16668.080078125,17599.005859375,18347.986328125,19262.091796875,19847.048828125,20774.083984375,21780.404296875,22105.38671875,22665.478515625,24203.130859375,25898.5390625,27396.85546875,27813.287109375,29055.623046875,31851.9296875,34295.9765625,32543.076171875,33738.765625,35691.60546875,39000.7890625,43137.60546875,44825.390625,45461.0078125,45957.4375,47184.12890625,47182.12109375,48190.13671875,48927.93359375,50268.37890625,52313.06640625,55190.99609375,59840.671875,64156.19140625,65101.609375,67228.0390625,70903.53125,75872.84375,86063.5234375,93278.609375,104756.0859375,118005.859375,127299.7265625,139238.875,146807.03125,157102.890625,160767.515625,168185.15625,178853.609375,196353.046875,218229.9375,204902.671875,195508.484375,201171.296875,209437.859375,214131.703125,217563.796875,227991.9375
Israel,7910.54541015625,9992.3623046875,9089.873046875,9035.7685546875,10579.3154296875,11764.5458984375,13004.0947265625,14018.3505859375,15353.93359375,17190.14453125,18306.708984375,20789.650390625,21797.138671875,24228.296875,26671.810546875,27212.0390625,29998.94921875,29190.90625,30099.40625,34753.66796875,38863.5234375,43322.390625,48069.35546875,51808.421875,54101.83203125,55360.84375,55997.76953125,56353.91015625,57931.24609375,60517.859375,61035.46875,64720.4609375,67892.9375,72179.90625,72126.890625,73870.6640625,78709.6875,84917.234375,89529.4921875,88854.6484375,97545.40625,109125.671875,118779.4375,125218.078125,135908.046875,145022.28125,155532.75,164932.515625,173022.03125,182414.0,199681.125,203106.015625,205051.09375,196209.453125,195767.8125,195334.109375,203983.5625,212910.71875,215388.34375,221512.578125,229921.546875,237265.921875,246961.328125,256733.953125,264146.90625
Italy,203680.0,219549.53125,226213.859375,244363.671875,256569.140625,274477.90625,285528.09375,299465.71875,315349.40625,337213.90625,360766.0625,392687.96875,416147.09375,438135.125,450013.5625,462375.125,488277.3125,524429.8125,558050.875,594270.4375,678866.125,695266.875,732181.0625,782415.125,817003.6875,809881.1875,883962.5,932752.75,990416.5,1076979.625,1139966.875,1115353.625,1107747.125,1100792.375,1116943.0,1129173.5,1202951.375,1262063.25,1327056.625,1388423.625,1451212.5,1502684.75,1528693.5,1514929.5,1570155.875,1635086.5,1659484.75,1730860.875,1832098.125,1875024.625,1930855.5,1978189.5,1913135.0,1895623.0,1905045.125,1907292.125,1993708.5,2109570.75,2161421.75,2111729.0,2116407.75,2154116.5,2159438.75,2148611.5,2140824.25
Jamaica,,,,4351.18310546875,4919.03369140625,5363.486328125,5841.46826171875,6783.42724609375,6855.8115234375,7046.65380859375,7486.10791015625,7834.029296875,7777.96240234375,8681.62109375,8919.61328125,9059.4921875,9535.599609375,9603.966796875,9502.05078125,9902.6376953125,11341.951171875,11694.2529296875,12838.66015625,12995.826171875,12557.173828125,12903.505859375,12001.486328125,11478.3359375,11161.78515625,9955.8681640625,8861.1103515625,8367.5283203125,8364.8642578125,8597.6259765625,8801.3076171875,7864.58544921875,8943.7275390625,9746.642578125,10325.5283203125,10482.353515625,11119.6318359375,11314.9384765625,12338.59375,12831.82421875,13086.4296875,13427.3916015625,13919.6943359375,14189.205078125,14508.92578125,14834.794921875,15131.2138671875,15584.095703125,16024.8193359375,16985.423828125,17524.431640625,18188.232421875,19222.265625,20211.55078125,19670.802734375,19786.173828125,20189.693359375,20885.982421875,20797.4140625,20736.193359375,20734.01953125
Japan,217900.84375,243568.25,265944.875,278769.78125,296208.1875,321578.84375,344195.71875,368275.03125,400186.84375,440402.1875,500410.0,556252.625,609715.9375,660946.875,738342.25,785835.0625,866356.0625,959450.6875,1081449.125,1213476.75,1343607.75,1430099.75,1562533.0,1687001.75,1640737.0,1695830.875,1801636.625,1920862.125,2081593.5,2196741.5,2255564.75,2245812.25,2208583.5,2176807.25,2193488.75,2247612.0,2409646.5,2569083.25,2833216.0,3066236.25,3310624.25,3520327.5,3646375.75,3751564.0,3891495.0,4086793.5,4185543.75,4220555.5,4122129.75,4077627.25,4168137.0,4192286.5,4203300.5,4263261.0,4345763.0,4362915.5,4417873.5,4513596.0,4411770.0,4250640.0,4436785.0,4383941.0,4451365.0,4497593.5,4483260.5
Jordan,,,,,1578.444580078125,1316.34375,1922.969482421875,1976.967041015625,2255.071533203125,2590.092041015625,2850.8330078125,3277.718017578125,3428.30810546875,3578.030517578125,4193.60791015625,4665.26416015625,4743.97509765625,5544.00634765625,5946.13330078125,5794.40673828125,5136.63232421875,5122.515625,5421.61181640625,5170.69873046875,5185.50732421875,4939.6015625,5721.22265625,6292.64892578125,7694.71484375,9067.078125,10740.49609375,10846.390625,10723.59765625,10966.748046875,12719.7255859375,12608.8837890625,13389.345703125,14958.16796875,15154.1630859375,15113.7216796875,12441.40625,11403.9345703125,13061.771484375,13770.529296875,15213.66796875,16017.3154296875,16051.3310546875,17074.01953125,17841.060546875,18753.966796875,19399.712890625,20719.455078125,22412.083984375,23232.15625,25381.779296875,28591.697265625,33285.98046875,38834.5546875,49987.87890625,60191.8984375,63764.0546875,69378.1484375,73312.171875,75215.1796875,77541.1328125
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184138.65625,182086.484375,192347.15625,137205.796875,109552.6796875,95030.875,94262.1171875,88302.5078125,81120.328125,80962.9609375,93261.5078125,100002.390625,106928.90625,120300.6875,136766.046875,158455.265625,193030.0625,221491.890625,256353.078125,245628.296875,294694.875,359249.90625,370246.59375,390833.96875,407370.09375
Kenya,9740.1103515625,11530.6904296875,10555.28125,10182.7919921875,11580.8974609375,12463.6708984375,12727.9169921875,13228.4560546875,13321.080078125,13169.33203125,14274.0615234375,14348.54296875,15283.810546875,15691.7822265625,17004.083984375,17677.45703125,19547.544921875,20302.841796875,20278.841796875,21553.306640625,20693.689453125,22216.15625,24044.779296875,24576.490234375,26600.576171875,26064.115234375,27128.9609375,31684.07421875,32927.91015625,32585.080078125,33507.48046875,33484.078125,34523.06640625,36321.4921875,39247.078125,40289.515625,43603.3984375,43721.76171875,46101.625,47021.85546875,48344.5234375,50411.88671875,49691.28515625,52380.83984375,59861.26953125,57315.671875,60346.72265625,60655.71875,61666.453125,62300.41796875,60896.60546875,61352.56640625,61558.5546875,62154.1953125,63563.6484375,66923.7109375,73934.46875,79841.015625,82710.8125,90031.2265625,98475.3671875,105326.875,112568.140625,118693.6640625,124215.5078125
Kuwait,,,,,,,,,,,,,,,,,,,,,23847.279296875,30218.64453125,31806.564453125,32383.125,67712.5546875,58264.01171875,62676.48046875,63778.109375,61309.96484375,86866.875,89510.9921875,74313.8515625,61712.390625,62709.046875,63978.0234375,60822.359375,47211.2265625,55722.2265625,49020.55859375,56648.51953125,42069.47265625,24580.953125,46956.84375,62734.3984375,68065.4453125,68451.7890625,70658.109375,71520.0625,74901.2890625,72667.703125,75567.203125,69580.0546875,74824.7890625,90571.984375,111831.140625,147438.890625,180682.421875,196171.078125,223400.953125,169937.046875,191446.375,241983.8125,267544.84375,262047.84375,239770.28125
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32597.44140625,32726.908203125,25699.63671875,21785.595703125,17065.966796875,13623.1083984375,13036.0859375,11602.4248046875,9793.619140625,9977.25390625,10288.900390625,10418.123046875,9950.0087890625,10733.8916015625,11128.6455078125,10711.4072265625,11506.4375,13034.2021484375,14324.447265625,15148.630859375,15708.7705078125,19090.89453125,17880.369140625,19077.388671875,19625.841796875
Lao People's DR,,,,,,,,,,,,,,,,,,,,,2113.357177734375,2218.813232421875,2295.79541015625,2498.73974609375,2586.66650390625,2757.64453125,2840.439208984375,2786.373779296875,2824.185791015625,2743.45263671875,3025.17578125,3497.3798828125,3761.181396484375,3998.68017578125,3993.154541015625,4466.39111328125,4689.48779296875,4671.42138671875,4855.7802734375,5314.255859375,5676.9931640625,5920.64208984375,6245.23583984375,6625.970703125,7161.7724609375,7653.279296875,8254.37890625,8738.361328125,9051.6806640625,10063.0107421875,9993.9970703125,10719.7509765625,11210.791015625,11520.8564453125,12234.578125,12350.3544921875,13872.92578125,16604.9765625,18358.689453125,21748.865234375,23687.5,27541.07421875,31250.05859375,33633.51953125,37083.3828125
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43760.6796875,39197.63671875,26712.505859375,24505.66796875,21436.69921875,20364.224609375,20300.17578125,21666.8046875,23508.759765625,24774.814453125,25391.759765625,26671.705078125,28950.14453125,29907.26953125,31469.357421875,33578.01171875,37598.1640625,43185.44921875,43986.62890625,37700.5390625,37621.61328125,40864.75390625,43187.86328125,45428.8203125,47105.6953125
Lebanon,,,,,,,,,,,,,,,,,,,,,13891.2080078125,15160.4873046875,16913.408203125,18057.216796875,18363.41796875,12694.806640625,5478.3271484375,9783.9501953125,9998.2666015625,11363.5751953125,11669.7412109375,11774.6826171875,7422.92626953125,9797.6240234375,14529.662109375,16694.6484375,14820.6005859375,17893.591796875,13080.962890625,7714.7216796875,10532.765625,14737.0546875,12709.818359375,13574.97265625,14716.841796875,15902.70703125,16791.37890625,17468.9296875,20081.177734375,21846.30078125,23674.396484375,27199.0859375,31696.984375,36129.18359375,43992.0390625,51210.30859375,49971.71484375,54426.296875,58380.4609375,69853.9921875,73594.828125,71298.59375,73599.3046875,77263.453125,78566.0703125
Lesotho,,,,,,,,,,,483.552734375,465.1663818359375,544.3624267578125,619.998291015625,680.4899291992188,676.7555541992188,738.0748901367188,793.630859375,808.9813232421875,828.2573852539062,848.9281005859375,769.7557983398438,929.4539794921875,1150.347900390625,1140.7034912109375,1130.9495849609375,1148.8052978515625,1371.20849609375,1715.468017578125,1433.058837890625,1397.0860595703125,1419.0474853515625,1402.830322265625,1392.1055908203125,1369.927978515625,1472.7159423828125,1517.410400390625,1536.09765625,1731.1031494140625,1812.053955078125,1903.0413818359375,1912.6395263671875,2026.388671875,2208.24462890625,2378.2890625,2497.330322265625,2588.60498046875,2719.921630859375,2848.7763671875,2994.361083984375,3148.4091796875,3402.06884765625,3420.880126953125,3446.62451171875,3584.07275390625,3717.760498046875,3826.806640625,3950.252685546875,4113.47900390625,4079.795654296875,4335.89404296875,4701.1494140625,4795.25830078125,4822.052734375,5081.40087890625
Liberia,,,,,,,,,,,,,,,1652.2034912109375,1653.8074951171875,1811.8809814453125,1920.6678466796875,2065.193359375,2337.123779296875,2211.35205078125,2337.2001953125,2342.852294921875,2532.908203125,2551.44384765625,2460.41162109375,2743.7314453125,2657.564208984375,2720.140380859375,2714.2158203125,2496.927490234375,2138.75537109375,2119.3076171875,2093.8037109375,1978.0723876953125,2000.8411865234375,1959.0687255859375,2030.1107177734375,2155.169189453125,2218.06494140625,1101.043212890625,972.2744140625,613.2413330078125,410.9582214355469,321.4951477050781,307.8840637207031,312.9500732421875,646.3223876953125,839.5364990234375,1031.6376953125,1507.9381103515625,1877.399169921875,2460.6982421875,1593.32275390625,1562.2322998046875,1673.5595703125,1883.2860107421875,2012.5166015625,2268.01025390625,2560.692626953125,2791.9423828125,2944.7548828125,3185.5703125,3448.2890625,3683.04833984375
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48149.625,43951.6015625,36897.84765625,30920.443359375,28894.802734375,29726.580078125,31859.150390625,35009.98828125,37556.55078125,38314.6953125,40735.7734375,43586.78515625,46504.90625,50135.5234375,51890.0703125,54086.328125,58025.6640625,65163.5390625,68128.3359375,59910.71875,63657.72265625,69059.5078125,74677.65625,79223.9296875,82275.734375
Luxembourg,3576.8173828125,4455.5830078125,5053.4326171875,4404.2646484375,4430.40283203125,4732.66259765625,5281.10400390625,5415.673828125,5257.8984375,5290.94287109375,6131.107421875,6079.69580078125,5911.1728515625,6039.22021484375,6543.90283203125,6674.58642578125,6705.97900390625,6805.07763671875,7221.44775390625,8239.7021484375,8846.673828125,8486.4130859375,9061.1416015625,10313.8427734375,11401.0029296875,9493.080078125,10068.5966796875,9795.74609375,10504.3564453125,10921.2890625,11324.134765625,10938.9169921875,10961.6748046875,10840.92578125,11046.015625,11168.55078125,12372.07421875,12880.873046875,14352.416015625,15999.2412109375,16752.314453125,18296.798828125,18470.1953125,20069.98046875,21302.248046875,21764.486328125,22543.955078125,23490.12109375,25406.947265625,28966.76171875,31098.591796875,30267.912109375,31192.794921875,31488.921875,33786.41796875,33863.7421875,37867.2109375,40977.72265625,42553.07421875,40129.0625,42726.58984375,47029.67578125,48413.87109375,50029.69140625,52972.23828125
Madagascar,,,,,,,,,,,6824.03515625,7083.8388671875,7425.9833984375,7463.8623046875,7617.9443359375,7475.3984375,7754.1669921875,8075.75439453125,8768.986328125,9093.6728515625,9727.654296875,10030.19140625,9958.3251953125,9618.5263671875,9411.279296875,9331.154296875,9417.96484375,9556.3310546875,9184.8271484375,9414.7216796875,9523.6845703125,9291.873046875,9943.9033203125,10808.06640625,11642.255859375,12545.7919921875,12708.615234375,12259.8359375,12011.7587890625,11779.9072265625,11692.05078125,11423.595703125,11150.0048828125,11509.146484375,11643.3994140625,11916.0263671875,12529.1748046875,13102.478515625,14028.6181640625,14870.9462890625,15908.6923828125,17219.4296875,15906.7041015625,17629.98828125,18233.986328125,19003.5546875,12393.591796875,11007.736328125,11004.498046875,10402.990234375,13872.2509765625,27645.166015625,25753.14453125,24882.203125,29168.224609375
Malawi,,,,,2284.1396484375,2435.898681640625,2611.641357421875,2827.743896484375,2879.69677734375,2785.9794921875,3047.529296875,3122.537109375,3186.362548828125,3250.716064453125,3237.192626953125,3764.840576171875,4276.8779296875,4391.46435546875,4517.64111328125,4887.203125,5139.64990234375,5819.556640625,6394.72021484375,6156.33349609375,6538.74609375,6819.8232421875,6991.29150390625,7068.8994140625,7258.27392578125,6900.8671875,7121.19677734375,7548.83984375,7951.28515625,8541.712890625,9344.142578125,10398.5986328125,9689.1044921875,9220.13671875,8695.36328125,9270.326171875,9019.6630859375,9737.294921875,8734.5126953125,9384.6005859375,10251.2216796875,10341.92578125,10278.728515625,11336.6572265625,9770.9111328125,9750.6845703125,9662.6708984375,8966.6318359375,10624.8798828125,10925.765625,12338.263671875,12804.4599609375,13425.4755859375,16006.64453125,16824.794921875,15075.693359375,15230.0888671875,16557.357421875,15971.72265625,14666.744140625,15844.2626953125
Malaysia,,,,,,17286.583984375,17381.337890625,16999.4921875,16409.5234375,19689.84375,21861.81640625,21781.888671875,22773.83203125,23688.87890625,25098.03515625,27493.1484375,28878.69921875,29039.75390625,29873.544921875,32797.5546875,34574.5546875,41722.33984375,44455.0078125,54587.3203125,60839.94140625,58085.87890625,69440.828125,75929.28125,79581.453125,89736.78125,97263.3359375,97758.3125,102362.046875,109575.765625,122494.2734375,117178.9375,107100.9375,116991.6171875,128676.015625,138301.109375,149931.28125,163420.546875,178046.90625,196483.6875,216799.71875,241552.734375,267521.875,284577.46875,271759.53125,290796.40625,313641.125,309092.53125,327827.28125,353567.09375,384413.21875,417429.71875,446472.84375,479021.53125,531528.875,515838.65625,557157.1875,604006.3125,633194.5625,656012.1875,692472.0625
Maldives,,,,,,,,,,,,,,,,,,,,,179.13739013671875,187.2324981689453,190.0582733154297,192.2957305908203,206.76937866210938,199.1823272705078,184.0476531982422,200.47744750976562,237.233642578125,291.27313232421875,409.3631286621094,432.59515380859375,532.6778564453125,483.5861511230469,553.6329956054688,625.6857299804688,685.2593383789062,746.0346069335938,811.3167114257812,885.6267700195312,1025.60595703125,1107.80224609375,1176.97119140625,1249.9508056640625,1323.2047119140625,1410.5360107421875,1576.4818115234375,1720.506103515625,1893.6502685546875,1957.6348876953125,2181.953369140625,2261.49560546875,2419.263427734375,2706.16552734375,3211.892822265625,2938.755126953125,3694.277099609375,4253.08251953125,4416.93603515625,4005.87255859375,4098.76708984375,4469.96630859375,4620.89453125,4819.859375,5143.45556640625
Mali,,,,,,,,,,,2690.921630859375,2665.743896484375,2649.27294921875,2809.24267578125,2363.242431640625,2533.221435546875,2583.4560546875,2679.946044921875,3036.6748046875,3119.20556640625,3353.603515625,3417.404052734375,3002.099609375,3066.802490234375,2921.692138671875,3214.092041015625,3718.21240234375,3916.780517578125,3836.61572265625,4293.21484375,4119.02294921875,4471.0859375,4873.3642578125,4733.38623046875,4748.5625,5879.65380859375,6428.19775390625,6117.7607421875,5606.12109375,6106.39599609375,6220.5986328125,6299.87548828125,6910.11669921875,8217.748046875,8042.87939453125,9044.7109375,9633.9365234375,10340.6201171875,11223.4208984375,11546.5244140625,11114.3095703125,12913.3154296875,13534.4580078125,13751.7236328125,14633.982421875,15090.7939453125,16964.41015625,17921.755859375,19397.359375,20639.34765625,22106.640625,23279.7734375,23021.5234375,23130.00390625,24493.43359375
Malta,,,,,520.5638427734375,524.1762084960938,580.7838745117188,600.4959106445312,644.3925170898438,661.7321166992188,703.4486083984375,722.8831787109375,703.7594604492188,703.125,715.6829223632812,755.4099731445312,834.329345703125,889.1697387695312,968.7687377929688,1069.8123779296875,1161.626220703125,1229.6505126953125,1333.96826171875,1427.7906494140625,1449.4034423828125,1989.81884765625,2339.26806640625,2527.900146484375,2832.804931640625,3058.360107421875,3261.025390625,3454.511962890625,3640.363037109375,3497.03466796875,3501.75341796875,3582.280517578125,3743.868408203125,3917.2666015625,4381.744140625,4688.5771484375,4962.99365234375,5315.24609375,5446.3603515625,5618.09326171875,5967.640625,6342.7158203125,6581.80029296875,7422.7734375,8216.23046875,8860.65234375,9449.3642578125,9328.6201171875,9716.6962890625,9737.8583984375,9715.0205078125,9868.3505859375,10112.62109375,10708.1103515625,11170.6044921875,11412.9814453125,12034.65625,12096.4306640625,12469.390625,12921.115234375,13218.30078125
