"Data Source","World Development Indicators",

"Last Updated Date","2017-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Aruba","ABW","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.26011914250927","","","","","","",
"Afghanistan","AFG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.63794378296968","10.5565893686871","11.4291678974583","12.2798564686053","12.7682037319421","15.2209056054823","15.2533728096334","14.8194277658459","16.0223658757746","17.35617","18.4575606427255","19.0211095543193","18.7319778945627","19.5168557323347","20.2849623744337","",
"Angola","AGO","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.67821122897139E-09","2.26684499539319E-08","7.73689483117614E-08","1.03833778156454E-06","2.26481324828789E-05","0.000442670958273179","0.0239082615923926","0.0456766734252819","0.0611446482517931","0.3956288036683","2.00466234689533","4.04391255961863","11.8119776120393","21.4118031197373","29.1311273018827","35.7914178638793","39.2530461675001","43.0594412006445","50.5427589490051","46.4404087565486","56.1543917660417","68.3148555611226","71.8218694255595","72.4507292463504","70.2015083897171","66.5262152178236","83.7007241409199","",
"Albania","ALB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.8796599797873","2.52071146064249","8.61805750450492","18.0843848498835","24.510162788027","25.3475221680042","35.1678546588151","38.7558847964553","40.760609527772","41.1014224303638","42.0517685085154","42.7079375818609","42.9261390516003","44.6451393609789","44.9078881614053","45.5273148226962","44.4328248133447","44.6953899537343","44.5611020941372","44.2839524969549","44.1142188467981","43.8579750220993","43.6552929956554","44.0739188920987","42.616706352706","43.2909840966161","43.1569648163426","",
"Andorra","AND","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.39383287521235","1.35987125860679","1.35358608816581","1.33902646878434","1.30768263604057","1.33101931137541","1.38261918858941","1.34640866295119","1.27528631875541","1.36211875487286","1.4844326815201","1.41726082122529","1.44846766937585","1.47798334570896","1.56071756672982","1.76194887433274","1.91392001355764","2.09797580179043","2.43895815942656","2.05305998146645","2.28162418215353","2.54430863442172","2.53890971635995","2.46016893758271","2.41656919426298","2.04004370420868","1.90470312634915","",
"Argentina","ARG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.301233818934089","0.679129007685092","0.743145960229743","0.715229359459361","0.720280154893941","0.727896346453713","0.714472038317873","0.69919083213423","0.679889134360769","0.657343107965006","0.649384764308013","0.627958464671374","0.807437286570927","0.874740684842198","1.00766445288871","1.07697711796634","1.18845267414542","1.33059500353519","1.60737882496045","1.84057791616198","2.19868346737001","2.664829","3.20052705540661","3.90396550847684","5.38027301881949","6.61586809782676","9.18965135700142","",
"Armenia","ARM","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00587848394133585","0.0102054921919437","0.0667338445711501","0.971986659016949","40.0422118365962","102.43925745284","120.312551557901","139.267608880785","152.512004903224","150.294079391942","144.931578920568","147.468389241983","148.680644030977","152.422719717216","157.703475264326","157.737390995152","160.105758172215","162.556492197482","168.978217036508","171.992707885144","183.117823575285","187.095284122817","193.532071686569","196.868516664474","197.871965812542","197.733135879202","196.252271265491","",
"American Samoa","ASM","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.75680276380446","1.74452135172833","1.74762663541052","1.73795824293604","1.75697001565956","1.7624337701341","1.78236572652204","1.78439626699354","1.80248758475319","1.80201347187674","1.78926701153798","1.77535867466017","1.76078252378854","1.70973134520294","1.69128956336623","1.71165329487573","1.66741397419268","1.68491441037427","1.72488178464753","1.74248976442658","1.74625778199796","1.73145405232612","1.74230862877309","1.69020894469186","1.69537183812886","1.71501956589396","1.71975541435379","",
"Australia","AUS","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.364986","1.348081","1.327669","1.311715","1.300958","1.307013","1.310166","1.307245","1.29917","1.29695","1.307971","1.325852","1.33649","1.355487","1.366654","1.388356","1.404078","1.426699","1.479073","1.441167","1.502707","1.511052","1.540115","1.446881","1.459121","1.462527","1.465898","",
