 country_ name,iso,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Colombia,COL,11.93327626,12.31762158,12.71476146,13.12536351,13.54990094,13.98886956,14.4427799,14.9129112,15.39911326,15.90196141,16.42287136,16.96169291,17.51118543,18.06311669,18.62313193,19.19569824,19.76762836,20.34649378,20.92056614,21.48417666,22.061214,22.611988,23.146803,23.674505,24.208022,24.756969,25.323412,25.905124,26.502172,27.11351,27.737905,28.375995,29.027158,29.687096,30.350082,31.011686,31.66978,32.324326,32.975533,33.624442,34.271563,34.91677,35.558683,36.19517,36.823539,37.44198,38.04904,38.645409,39.234059,39.819279,40.403959,40.988909,41.572493,42.152147,42.724157,43.285636,43.835744,44.374647,44.90166,45.416276,45.918101,46.406446,46.881018,47.342363,47.791393
Comoros,COM,,,,,,,,,,,0.176853516,0.181021051,0.185352975,0.189857975,0.194557333,0.199460717,0.204577796,0.210192865,0.216057391,0.222138521,0.228443,0.233125,0.237797,0.242875,0.248921,0.256309,0.265234,0.275496,0.286583,0.297765,0.308518,0.318659,0.328355,0.337853,0.347548,0.357729,0.368443,0.379589,0.391133,0.403003,0.415144,0.427556,0.440252,0.453188,0.466309,0.479574,0.492979,0.506525,0.52018,0.533909,0.547696,0.561525,0.575428,0.5895,0.603869,0.618632,0.633814,0.649404,0.665414,0.681845,0.698695,0.715972,0.733661,0.751697,0.769991
Congo,COG,,,,,,,,,,,1.051585514,1.075083763,1.099547393,1.125017182,1.151538284,1.179155978,1.207918296,1.237877898,1.269088192,1.301475757,1.33509,1.376189,1.419305,1.464052,1.50988,1.556406,1.603446,1.651134,1.699781,1.749859,1.801688,1.855391,1.9108,1.967596,2.02532,2.083648,2.142529,2.202106,2.262496,2.32389,2.386467,2.450125,2.514907,2.581306,2.649964,2.721277,2.795903,2.873638,2.953011,3.031969,3.109269,3.183883,3.256867,3.331564,3.412592,3.503086,3.604595,3.715665,3.832771,3.950786,4.066078,4.177435,4.286188,4.394334,4.504962
Costa Rica,CRI,0.923606079,0.953811917,0.986816344,1.021519965,1.058691862,1.099169504,1.14164554,1.184946282,1.229804364,1.278531732,1.329532438,1.381269334,1.43304344,1.484449006,1.53424491,1.584763035,1.63892033,1.692478844,1.745487723,1.797287482,1.848873,1.898366,1.947048,1.995744,2.04558,2.09741,2.151492,2.207727,2.266153,2.326708,2.389309,2.454127,2.521163,2.589932,2.659772,2.730231,2.800986,2.872214,2.94456,3.018953,3.095994,3.175654,3.257463,3.341005,3.425692,3.510925,3.596733,3.682725,3.767369,3.848725,3.92545,3.9968,4.063208,4.12597,4.187039,4.247843,4.30879,4.369465,4.429506,4.488261,4.545273,4.600487,4.654148,4.706433,4.757606
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.776374,4.760003,4.732864,4.697536,4.657799,4.616762,4.574853,4.532298,4.491742,4.456298,4.428069,4.408458,4.396765,4.390291,4.385045,4.378056,4.368518,4.357114,4.344151,4.330399,4.316425,4.302073,4.287015,4.271497,4.255853
Cura’_ao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129398,0.131922,0.135563,0.139823,0.144006,0.147605,0.150438,0.152619,0.154304,0.155763
Cyprus,CYP,0.493211483,0.5011987,0.507189165,0.514177961,0.522165208,0.529154004,0.535144469,0.545128498,0.557109368,0.566094947,0.572085411,0.577776306,0.575080584,0.581370561,0.585563839,0.589856973,0.594050311,0.598443243,0.60333546,0.608427272,0.613619,0.62086,0.628,0.635109,0.5205,0.5022,0.4979,0.4975,0.4996,0.5032,0.5086,0.515,0.5208,0.5276,0.5348,0.5411,0.5475,0.5535,0.5593,0.5675,0.5794,0.5949,0.6106,0.6258,0.639,0.6507,0.6609,0.6704,0.6789,0.6864,0.6936,0.7013,0.7096,0.717836,0.72798,0.73854,0.750965,0.767125,0.786632,0.808035,0.829446,0.850881,0.863945,0.873392,0.882577
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.323701,10.32844,10.33393,10.338381,10.339439,10.335556,10.326682,10.313836,10.297977,10.280525,10.26301,10.244261,10.225198,10.211846,10.212088,10.230877,10.271476,10.330487,10.397984,10.460022,10.506617,10.533985,10.545161,10.545314,10.542666
C’‚te d'Ivoire,CIV,,,,,,,,,,,3.36000028,3.481331581,3.610654085,3.759788493,3.919012206,4.093145754,4.287861136,4.500829069,4.733850167,4.978919113,5.241914,5.487594,5.747633,6.021405,6.307936,6.606395,6.916302,7.237451,7.569558,7.91239,8.265549,8.629121,9.0024,9.383289,9.769105,10.158033,10.548148,10.939987,11.337122,11.744698,12.165909,12.600967,13.046907,13.499696,13.953779,14.40434,14.852193,15.29639,15.728482,16.137824,16.517948,16.865376,17.185421,17.491539,17.802516,18.132702,18.486392,18.862172,19.261647,19.684909,20.131707,20.604172,21.102641,21.62249,22.157107
D.R. of the Congo,COD,12.46545904,12.70712087,12.95350592,13.20470267,13.46565511,13.73674525,14.01851716,14.31125995,14.6154152,14.93144902,15.25985027,15.58483637,16.06457842,16.56134191,16.93385627,17.32233019,17.7705351,18.31962453,18.89799069,19.45672105,20.009902,20.563111,21.120996,21.690604,22.282079,22.902275,23.556784,24.242643,24.948113,25.656486,26.357407,27.049145,27.741104,28.448122,29.190679,29.985665,30.829103,31.721541,32.688708,33.763056,34.962676,36.309209,37.783835,39.314955,40.804011,42.18362,43.424997,44.558347,45.647949,46.788238,48.048664,49.449015,50.971407,52.602208,54.314855,56.089536,57.92684,59.834875,61.809278,63.845097,65.938712,68.087376,70.29116,72.552861,74.87703
Denmark,DNK,4.272179114,4.304808073,4.33519671,4.370486201,4.407216616,4.440225719,4.467704369,4.489070187,4.516378559,4.547891412,4.582264646,4.611089779,4.648182213,4.684872085,4.721474194,4.759413724,4.798824703,4.840135926,4.868643875,4.892037287,4.930118,4.960476,4.989146,5.015766,5.03992,5.061289,5.079962,5.095956,5.108836,5.118065,5.123435,5.124807,5.12281,5.118966,5.115308,5.113408,5.113767,5.116351,5.121511,5.129472,5.140332,5.154309,5.171304,5.190631,5.211321,5.232582,5.254383,5.276683,5.29868,5.31941,5.338283,5.354704,5.369058,5.382953,5.398645,5.417692,5.440696,5.466988,5.495302,5.523755,5.550959,5.576577,5.600972,5.624293,5.646899
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,0.159667,0.16937,0.179212,0.190536,0.205157,0.224182,0.248619,0.277622,0.308213,0.336254,0.35896,0.374683,0.384743,0.392908,0.404589,0.42347,0.451068,0.485565,0.523266,0.55881,0.588356,0.610679,0.627063,0.639215,0.649878,0.661076,0.673202,0.685644,0.698256,0.710652,0.722562,0.734088,0.745459,0.756656,0.767644,0.778406,0.788941,0.799309,0.809639,0.820097,0.830802,0.841802,0.853069,0.864554,0.876174
Dominica,DMA,,,,,,,,,,,,,,,,,,,,,0.071076,0.071566,0.071737,0.071745,0.071811,0.072091,0.072648,0.073411,0.074239,0.074923,0.075313,0.075376,0.075168,0.07475,0.074215,0.07364,0.073025,0.072368,0.071743,0.071242,0.070928,0.070849,0.070978,0.071205,0.071372,0.071367,0.071146,0.070756,0.070295,0.069902,0.069679,0.06966,0.069806,0.070058,0.070325,0.070542,0.07069,0.070795,0.070881,0.070995,0.071167,0.071402,0.071685,0.072005,0.072341
Dominican Republic,DOM,,2.463079369,2.536612387,2.615594912,2.699296749,2.78699159,2.879163479,2.976298888,3.077668837,3.182545318,3.290202505,3.401253345,3.516181154,3.634067848,3.753991948,3.875031972,3.997735566,4.12271713,4.249155198,4.376227815,4.503114,4.631114,4.759935,4.889437,5.019471,5.149934,5.280727,5.411867,5.54352,5.67593,5.809271,5.943591,6.078816,6.214857,6.351572,6.488857,6.626544,6.764623,6.903314,7.04294,7.183646,7.325622,7.468551,7.611463,7.753052,7.89242,8.029114,8.163474,8.296375,8.429116,8.562623,8.697127,8.832286,8.967759,9.102997,9.237565,9.371333,9.504336,9.636491,9.767737,9.897983,10.02714,10.155036,10.281408,10.405943
Ecuador,ECU,3.445162533,3.535690867,3.628385331,3.724328986,3.824185615,3.928620461,4.037191329,4.149453097,4.266072472,4.387715429,4.515047946,4.648211406,4.786762152,4.930488593,5.079177674,5.232619268,5.390954272,5.554325047,5.722517077,5.895319746,6.07252,6.248831,6.428707,6.611916,6.798205,6.987393,7.179399,7.374235,7.571953,7.772652,7.976449,8.183194,8.392935,8.606214,8.823746,9.045977,9.272905,9.504132,9.739179,9.97738,10.218085,10.460988,10.70567,10.9512,11.196476,11.440576,11.68348,11.924991,12.163887,12.398691,12.628596,12.852753,13.072056,13.2896,13.509645,13.735232,13.96749,14.205479,14.4476,14.69131,14.934692,15.17728,15.419493,15.661312,15.902916
Egypt,EGY,21.97716664,22.5025528,23.04049796,23.5913047,24.1552795,24.7327368,25.32399694,25.92939215,26.54926057,27.18394827,27.83380525,28.53492459,29.20929052,29.88045095,30.61905154,31.37804988,32.12580424,32.84616055,33.52699484,34.17846545,34.808599,35.561087,36.302154,37.046807,37.815578,38.62441,39.478585,40.377668,41.324806,42.32174,43.369552,44.465918,45.61043,46.807221,48.061546,49.373806,50.748187,52.17384,53.617678,55.035937,56.397273,57.689828,58.922018,60.108373,61.272847,62.434527,63.595629,64.754566,65.922626,67.112877,68.334905,69.599945,70.90871,72.247626,73.596068,74.942115,76.274285,77.605327,78.976122,80.442443,82.040994,83.787634,85.660902,87.613909,89.57967
El Salvador,SLV,1.974616614,2.025469215,2.079531495,2.136806245,2.197296984,2.261005168,2.327935409,2.398088193,2.471468129,2.548076918,2.627918684,2.712668044,2.797004089,2.886993781,2.976349303,3.072018124,3.184352763,3.290953424,3.407399607,3.53144369,3.668592,3.765252,3.862132,3.958616,4.053958,4.147525,4.239205,4.328817,4.415625,4.498757,4.577683,4.652058,4.722272,4.789472,4.85528,4.920932,4.986528,5.051885,5.117577,5.184221,5.252082,5.321576,5.392142,5.461834,5.528012,5.588743,5.643363,5.6923,5.736075,5.77566,5.811836,5.844738,5.874301,5.900929,5.925089,5.947206,5.967556,5.986414,6.004199,6.021368,6.038306,6.055208,6.072233,6.089644,6.107706
Equatorial Guinea,GNQ,,,,,,,,,,,0.262325981,0.266801939,0.268084169,0.269373916,0.270669065,0.271970658,0.275752782,0.279533848,0.283312766,0.287100275,0.290905,0.284915,0.274906,0.262399,0.249587,0.23824,0.228491,0.220352,0.215284,0.215014,0.220605,0.232934,0.251301,0.273199,0.29509,0.314407,0.330247,0.34329,0.354488,0.365451,0.377363,0.390381,0.404081,0.418409,0.433197,0.448332,0.463844,0.479836,0.49633,0.513347,0.530896,0.549007,0.567664,0.586772,0.606201,0.625866,0.645718,0.665798,0.686223,0.707155,0.72871,0.750918,0.773729,0.797082,0.820885
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56532,1.548287,1.520879,1.48812,1.457145,1.433076,1.417786,1.409718,1.406388,1.403821,1.399145,1.391754,1.382735,1.37289,1.363549,1.355662,1.349369,1.344233,1.339941,1.336013,1.332089,1.328068,1.32404,1.32005,1.316203
Ethiopia,ETH,19.45331778,19.77812089,20.11515809,20.46486895,20.82771142,21.20416367,21.594737,21.99995188,22.42036007,22.85508244,23.30463765,23.76764815,24.24642026,24.74234071,25.2559741,25.78430055,26.33153909,26.86428505,27.43411767,27.92687292,28.414999,29.24617,30.135007,31.028728,31.855294,32.568539,33.144537,33.614153,34.053431,34.569428,35.239974,36.093319,37.109517,38.259376,39.493503,40.775997,42.097111,43.470219,44.908705,46.433604,48.057094,49.784987,51.602776,53.477944,55.366517,57.237226,59.076414,60.893264,62.707547,64.550161,66.443603,68.393128,70.39117,72.43229,74.506974,76.608431,78.735675,80.891968,83.079608,85.302099,87.561814,89.858696,92.191211,94.558374,96.958732
Fiji,FJI,,,,,,,,,,,0.392992389,0.406990717,0.421487605,0.436060419,0.450239574,0.463025002,0.473571471,0.484561534,0.494552483,0.505542516,0.520529,0.531601,0.542811,0.554109,0.565386,0.576592,0.587523,0.598258,0.609348,0.621541,0.635256,0.650957,0.668196,0.685389,0.700366,0.711663,0.718548,0.721725,0.722918,0.724624,0.728626,0.735469,0.744534,0.755024,0.765666,0.775498,0.784479,0.792859,0.800314,0.806494,0.811223,0.814215,0.815691,0.816626,0.818355,0.82182,0.82739,0.834729,0.843206,0.851854,0.859952,0.867327,0.874158,0.880487,0.88645
Finland,FIN,4.009276983,4.047680288,4.090884365,4.139789089,4.187293687,4.235298058,4.282102593,4.324406317,4.360209662,4.395113131,4.430016123,4.461423093,4.491865331,4.5237344,4.548971471,4.564161116,4.581299777,4.606176802,4.626904001,4.624219632,4.60674,4.623389,4.644847,4.668813,4.691818,4.711459,4.726803,4.738949,4.74994,4.762758,4.779454,4.800899,4.826135,4.853196,4.879222,4.902219,4.921293,4.937259,4.951886,4.967776,4.986705,5.009381,5.034898,5.061465,5.086499,5.108176,5.126021,5.140755,5.153229,5.16478,5.176482,5.188446,5.200632,5.2138,5.228842,5.246368,5.2666,5.289333,5.31417,5.340485,5.367693,5.395816,5.424644,5.453061,5.47966
France,FRA,42.58299182,42.9276824,43.24989666,43.56183362,43.88888087,44.28577172,44.72591509,45.2216017,45.72392462,46.19948836,46.65554434,47.20039005,48.1625322,48.87393888,49.43274872,49.87831346,50.33215351,50.72820002,51.11279632,51.54932925,51.99813,52.441905,52.919033,53.399306,53.838682,54.20709,54.494304,54.715569,54.897276,55.077848,55.285646,55.527915,55.797684,56.091787,56.402568,56.723582,57.056509,57.402141,57.751544,58.092992,58.418028,58.724885,59.01591,59.292228,59.55646,59.811881,60.055803,60.290831,60.531978,60.799015,61.105231,61.456854,61.847608,62.262671,62.680418,63.084614,63.470828,63.842097,64.198684,64.542997,64.876959,65.199104,65.508241,65.807241,66.100168
Gabon,GAB,,,,,,,,,,,0.51147606,0.516616017,0.522551861,0.52908403,0.53623433,0.544025693,0.552205822,0.560789586,0.569790825,0.57771524,0.590119,0.601734,0.613129,0.624625,0.636702,0.649719,0.663774,0.678786,0.694734,0.711544,0.729165,0.747593,0.766867,0.787017,0.808088,0.830091,0.853039,0.876877,0.901473,0.926648,0.952269,0.978252,1.004598,1.031358,1.058625,1.086449,1.114879,1.143838,1.173114,1.202412,1.231548,1.260435,1.289192,1.318093,1.347524,1.377777,1.40892,1.440902,1.473741,1.507428,1.541936,1.577298,1.613489,1.650351,1.687673
Gambia,GMB,,,,,,,,,,,0.324863986,0.334758906,0.345232549,0.35632739,0.368089587,0.380240397,0.392792693,0.405758525,0.419153572,0.432989828,0.447283,0.460193,0.474538,0.48986,0.505512,0.52107,0.536409,0.551823,0.567828,0.585155,0.604371,0.625413,0.648202,0.67323,0.701097,0.732092,0.766598,0.804134,0.84306,0.881146,0.916811,0.94949,0.979701,1.008296,1.036627,1.065746,1.095839,1.126786,1.159001,1.19292,1.228863,1.267103,1.307674,1.350345,1.394727,1.440542,1.487731,1.536424,1.586749,1.638899,1.693002,1.749099,1.807108,1.866878,1.928201
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.460309,5.418449,5.345624,5.25285,5.156079,5.067143,4.989723,4.921287,4.859954,4.801695,4.743591,4.685769,4.629853,4.575993,4.524444,4.475273,4.429186,4.385885,4.34329,4.298591,4.250132,4.196401,4.13892,4.082727,4.034774
Germany,DEU,68.54884908,68.88770351,69.26164643,69.65864748,70.07469657,70.50377852,70.94789839,71.41206882,71.9033075,72.42963466,72.99907051,73.61061255,74.25624053,74.91289631,75.55351166,76.15603094,76.71243393,77.22171812,77.67385821,78.0578264,78.366605,78.584779,78.700104,78.732884,78.713928,78.667327,78.604473,78.524727,78.426715,78.305017,78.159527,77.990369,77.812348,77.657451,77.566776,77.570009,77.671877,77.864381,78.146938,78.51479,78.958237,79.483739,80.07594,80.675999,81.206786,81.6129,81.870772,81.993831,82.010184,81.96583,81.895925,81.809438,81.699829,81.569481,81.417791,81.246801,81.055904,80.854515,80.665906,80.519685,80.435307,80.424665,80.477952,80.565861,80.646262
Ghana,GHA,,,,,,5.916492229,6.080894351,6.251689254,6.429157724,6.613600137,6.806300086,6.997261214,7.1945946,7.398629539,7.611842731,7.834655823,8.065382698,8.304770098,8.553308699,8.812272767,8.596977,8.827273,9.083575,9.350111,9.60428,9.831409,10.023471,10.189889,10.35449,10.55077,10.802025,11.117608,11.488112,11.89513,12.311166,12.716238,13.103975,13.480381,13.852597,14.232493,14.62826,15.042736,15.471527,15.907244,16.339344,16.760991,17.169214,17.568583,17.969006,18.384426,18.824994,19.293804,19.788181,20.305396,20.840493,21.389514,21.951891,22.528041,23.115919,23.713164,24.317734,24.928503,25.544565,26.164432,26.786598
Greece,GRC,,7.634114434,7.720823131,7.804533058,7.880727729,7.952737738,8.018107033,8.083207825,8.159995204,8.244891024,8.314023184,8.384554992,8.434656694,8.465998345,8.496753478,8.536592995,8.599809498,8.702434197,8.726718574,8.75866674,8.778676,8.819206,8.856097,8.897126,8.952862,9.03008,9.132531,9.255749,9.388188,9.513594,9.620274,9.704947,9.77125,9.822999,9.866725,9.907831,9.945576,9.979755,10.017036,10.065859,10.131737,10.217782,10.321044,10.433351,10.54297,10.641169,10.725634,10.79819,10.859311,10.910741,10.954032,10.987715,11.01149,11.029587,11.047739,11.069662,11.098212,11.131302,11.161755,11.179425,11.177509,11.153047,11.109662,11.055164,11.000777
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,0.09443,0.09418,0.093937,0.093629,0.093151,0.092453,0.091435,0.090187,0.08907,0.088571,0.089004,0.090575,0.093091,0.095981,0.09844,0.099907,0.100146,0.099381,0.098063,0.096871,0.096286,0.096455,0.097201,0.098302,0.099403,0.100253,0.100796,0.101125,0.101302,0.101441,0.10162,0.101849,0.1021,0.102371,0.102657,0.102951,0.103259,0.103587,0.103934,0.104298,0.104677,0.10507,0.105476,0.105902,0.106349
Guatemala,GTM,3.058750804,3.158486004,3.261494439,3.368079706,3.478383041,3.592471501,3.71046274,3.832491118,3.958800296,4.089626079,4.223685797,4.359659447,4.498932369,4.64264133,4.790752431,4.889136678,4.989206913,5.091662195,5.19744082,5.30694169,5.423384,5.577824,5.73772,5.90198,6.069077,6.237963,6.408029,6.57971,6.754258,6.933492,7.118628,7.310397,7.508161,7.710142,7.913814,8.117499,8.320498,8.523785,8.729406,8.940285,9.158547,9.385,9.619113,9.860063,10.106463,10.357354,10.6123,10.871786,11.136814,11.408815,11.68866,11.976725,12.272208,12.573346,12.877711,13.183505,13.490041,13.797629,14.106687,14.418033,14.732261,15.04928,15.368759,15.690793,16.015494
Guinea,GIN,,,,,,,,,,3.441076219,3.501248214,3.563851043,3.628574646,3.695137927,3.763625573,3.834025722,3.906343892,3.980566841,4.05676243,4.135031345,4.215442,4.259102,4.293208,4.319502,4.340748,4.359735,4.376768,4.393551,4.416074,4.451872,4.506559,4.584305,4.684992,4.80474,4.93723,5.078689,5.223553,5.375058,5.54827,5.763843,6.034082,6.36711,6.751394,7.155564,7.536389,7.863033,8.124799,8.331366,8.497582,8.647336,8.799165,8.955756,9.114287,9.281572,9.464771,9.669023,9.898301,10.152521,10.427356,10.71577,11.012406,11.316351,11.628767,11.948726,12.275527
Guinea-Bissau,GNB,,,,,,,,,,,0.707995757,0.714181597,0.720783016,0.727808088,0.700650363,0.693183299,0.686674877,0.690321194,0.701656085,0.706924615,0.711828,0.724863,0.738117,0.751512,0.764974,0.778482,0.791959,0.805481,0.819371,0.834068,0.849886,0.866947,0.885166,0.904391,0.924378,0.944941,0.966039,0.987718,1.009967,1.032797,1.056208,1.080191,1.104708,1.129706,1.155111,1.180877,1.207006,1.23352,1.260424,1.287727,1.315455,1.343646,1.372367,1.401716,1.431816,1.462784,1.494603,1.527342,1.561293,1.596832,1.634196,1.673509,1.71462,1.757138,1.800513
Haiti,HTI,,,,,,,,,,,3.833471126,3.910538842,3.989921251,4.073359191,4.158541433,4.245506794,4.334094565,4.424729511,4.517260318,4.611726052,4.708639,4.793157,4.876558,4.960655,5.047948,5.140357,5.238242,5.341418,5.45055,5.566265,5.688832,5.818673,5.955265,6.09669,6.24033,6.384196,6.527545,6.670566,6.813344,6.956301,7.099733,7.243391,7.386974,7.530703,7.674911,7.819806,7.965548,8.111954,8.258484,8.404396,8.549202,8.692564,8.834739,8.976555,9.119182,9.263409,9.409479,9.556958,9.70513,9.852953,9.999617,10.14489,10.288828,10.431249,10.572029
Honduras,HND,1.395484431,1.437154486,1.479329609,1.522969962,1.570486529,1.620458706,1.671936092,1.725912086,1.782789256,1.841264373,1.902608474,1.967976846,2.03765038,2.111514836,2.189669693,2.270642982,2.353005497,2.437863599,2.526014752,2.617858035,2.691309,2.766444,2.84526,2.92819,3.015606,3.107735,3.204883,3.306988,3.413426,3.523283,3.635862,3.750843,3.868296,3.988371,4.111369,4.237436,4.366401,4.497875,4.631491,4.766802,4.903363,5.04105,5.179557,5.318042,5.455481,5.591136,5.724587,5.855946,5.985675,6.114534,6.24308,6.371304,6.499001,6.626304,6.753352,6.880181,7.007029,7.133737,7.25947,7.383098,7.503875,7.621414,7.736131,7.849059,7.96168
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,10.345553,10.381705,10.417419,10.454502,10.495442,10.541344,10.593989,10.650975,10.704187,10.742694,10.759022,10.75027,10.719749,10.673963,10.622559,10.572975,10.526561,10.482364,10.442721,10.409854,10.385061,10.370223,10.364661,10.363797,10.361134,10.351994,10.334876,10.311227,10.282937,10.25311,10.224113,10.195978,10.168101,10.141471,10.117213,10.095964,10.078461,10.064138,10.050699,10.034951,10.014633,9.988846,9.958334,9.924507,9.88954
Iceland,ISL,0.143139691,0.145809449,0.14817078,0.151249108,0.154781085,0.158266998,0.161585677,0.16534298,0.169009137,0.172557141,0.176108144,0.179157433,0.182309879,0.185742713,0.189113471,0.192559318,0.19588601,0.19895634,0.201528955,0.203206328,0.204392,0.20705,0.209868,0.212731,0.215465,0.217958,0.220162,0.222142,0.224019,0.225972,0.228127,0.230525,0.233121,0.23586,0.238647,0.241411,0.244145,0.246867,0.249563,0.252219,0.25483,0.257387,0.259895,0.262383,0.264893,0.267454,0.270089,0.272798,0.275568,0.278376,0.281214,0.284037,0.286865,0.289824,0.293084,0.296745,0.300887,0.305415,0.310033,0.314336,0.318042,0.32103,0.323407,0.325392,0.327318
India,IND,369.9163947,376.2198712,382.8289809,389.7296536,396.8898123,404.3073511,411.9872142,419.942312,428.1715456,436.6708253,445.4370685,454.4702142,463.8655782,473.6604565,484.097671,495.0122884,506.1730238,517.6371032,529.4138354,541.5126208,553.943226,566.605402,579.800632,593.451889,607.446519,621.703641,636.18281,650.907559,665.936435,681.358553,697.229745,713.561406,730.303461,747.374856,764.664278,782.085127,799.607235,817.232241,834.944397,852.73616,870.601776,888.513869,906.461358,924.475633,942.604211,960.874982,979.290432,997.81725,1016.402907,1034.976626,1053.481072,1071.88819,1090.189358,1108.369577,1126.419321,1144.326293,1162.088305,1179.685631,1197.070109,1214.182182,1230.984504,1247.446011,1263.589639,1279.498874,1295.291543
Indonesia,IDN,,,,,,,,,,,94.5326357,96.64360651,98.55338124,100.5067843,102.5042407,104.5461753,106.6330129,108.765157,110.9430251,113.1670134,115.437518,118.540502,121.695611,124.894316,128.12676,131.385752,134.661185,137.952273,141.272154,144.640402,148.067946,151.559397,155.100203,158.658722,162.192254,165.669213,169.076155,172.418086,175.704615,178.953429,182.177052,185.379624,188.554943,191.693719,194.782664,197.814284,200.786111,203.707717,206.598599,208.644079,211.540428,214.448301,217.369087,220.307809,223.268606,226.254703,229.26398,232.29683,235.360765,238.465165,241.613126,244.808254,248.037853,251.268276,254.454778
Iran (Islamic Republic of),IRN,,,,,,18.49558,19.00650583,19.54000101,20.10000111,20.68551094,21.29355807,21.91920228,22.56736493,23.23507926,23.9322012,24.65477445,25.40475924,26.1643983,26.93270207,27.71557959,28.514011,29.28113,30.073845,30.903565,31.784896,32.730555,33.739231,34.814231,35.977589,37.256771,38.668222,40.209077,41.862373,43.610506,45.429019,47.290793,49.205577,51.152122,53.035939,54.735239,56.169196,57.288039,58.130099,58.811858,59.501292,60.318632,61.306632,62.426086,63.616065,64.780362,65.850062,66.812736,67.696677,68.522074,69.321953,70.122115,70.923164,71.720859,72.530693,73.370982,74.253373,75.184322,76.156975,77.152445,78.143644
Iraq,IRQ,,,,,,,,,,,,,,,,,,,,,9.917982,10.255904,10.599846,10.951169,11.312304,11.684585,12.068195,12.460997,12.859226,13.25791,13.653358,14.046273,14.437661,14.824876,15.204746,15.576396,15.937864,16.293719,16.657708,17.048167,17.478455,17.952909,18.468521,19.021967,19.606895,20.217759,20.855408,21.519356,22.200835,22.8886,23.574751,24.258794,24.943793,25.630426,26.32053,27.017712,27.716983,28.423538,29.163327,29.970634,30.868156,31.867758,32.957622,34.107366,35.273293
Ireland,IRL,2.960244906,2.956541443,2.949393198,2.94455259,2.93402054,2.913403771,2.892543328,2.875526407,2.848853281,2.840380193,2.8293496,2.815662413,2.827351378,2.847332641,2.861319716,2.873308331,2.88130098,2.897385842,2.909774149,2.922862036,2.947339,2.984044,3.027538,3.076273,3.128,3.180805,3.234153,3.28762,3.339499,3.387822,3.431078,3.468884,3.501213,3.527472,3.547157,3.560225,3.566327,3.566416,3.563438,3.561331,3.563106,3.57014,3.582342,3.599451,3.620616,3.645333,3.673553,3.706032,3.743948,3.788816,3.841574,3.901688,3.968213,4.040986,4.119773,4.2037,4.293942,4.388612,4.480145,4.558603,4.617334,4.652714,4.667868,4.671263,4.675164
Israel,ISR,1.262294407,1.46238298,1.590872637,1.636200744,1.67992408,1.739189918,1.815770808,1.908364306,1.987245648,2.043012722,2.101805412,2.175960192,2.268074693,2.362057916,2.451898406,2.530400902,2.592173581,2.643663137,2.696074419,2.764840884,2.849623,2.936668,3.033919,3.137029,3.239561,3.33676,3.427662,3.513516,3.59447,3.671264,3.744667,3.81527,3.883547,3.950241,4.016229,4.082781,4.148764,4.215756,4.29086,4.383341,4.499161,4.6416,4.806983,4.985652,5.163901,5.331622,5.486219,5.630066,5.764197,5.891263,6.013711,6.12998,6.240215,6.350762,6.470045,6.603677,6.754836,6.920762,7.093808,7.262964,7.420368,7.563334,7.694507,7.817818,7.939483
Italy,ITA,46.9834837,47.29567599,47.54303732,47.833287,48.17440381,48.50754183,48.79480089,49.05512537,49.34836947,49.7034501,50.06810755,50.39286728,50.71204148,51.06622416,51.46708863,51.8529886,52.19660139,52.53123472,52.84991048,53.17946052,53.52267,53.891946,54.262086,54.623207,54.961926,55.268549,55.539118,55.775934,55.983298,56.168376,56.336446,56.489623,56.626403,56.7444,56.839859,56.910888,56.956635,56.980621,56.990645,56.997093,57.007577,57.029614,57.06276,57.097411,57.119163,57.120136,57.091906,57.044614,57.01094,57.035249,57.147081,57.359179,57.655677,58.002003,58.348332,58.657355,58.918471,59.138599,59.319234,59.467196,59.588007,59.678993,59.737717,59.771094,59.788667
